cn_name,en_name,stype,genbank,desc,envir,liter,discuss,sample,other
糙伏毛微孢衣,"Acarospora strigata (Nyl.) Jatta, Malpighia 20: 10 (1906)≡ Lecanora strigata Nyl., Annls Sci. Nat., Bot., sér. 4 3: 155 (1855).","??? H-NYL 24877, H-NYL 24898, H-NYL 3317, isotypes!",ITS-MK629300，ITS-MK629302,地衣体：鳞壳状，鳞片相互紧密靠生，边缘上翘，裂片直径0.4～2 mm；上表面：淡褐色至灰褐色，无光泽，具纵向放射状裂纹和粉霜层；下表面：具柄固着基物，无皮层，白色至微黄；上皮层：假薄壁组织，厚20～65 µm，外皮层褐色，内皮层无色；藻层：厚达200 μm；髓层：无色；子囊盘: 每个裂片上1～8个子囊盘，圆形菱形至不规则形；盘面：埋生或平坦，光滑至粗糙，黑色，无粉霜层；囊盘被：无色，厚22～35 μm；上子实层：红褐色，厚7～15 μm；子实层：无色，厚80～120 μm，I + 蓝色变为紫色；下子实层：厚20～35 μm，I + 蓝色；囊层基：厚22～35 μm；侧丝：分隔，偶见分枝，顶端膨大，直径达5 μm，褐色或无色；子囊：棒状，直径70～95 × 15～25 μm，内含约100个孢子；子囊孢子：无色单胞，卵圆形，直径3～7.5 × 2～3.5 μm；分生孢子器：未见。地衣特征化合物：均负反应。,海拔500～3000 m，石灰岩和花岗岩。,内蒙古、甘肃、青海、新疆（Magnusson，1940；Magnusson，1944；Nurtai，2017）；南美及南美洲西部、亚洲（Nurtai，2017）。,该种地衣体表面具较厚粉霜层，子囊盘周围具明显放射状裂纹，侧丝具明显分枝，孢子较大，生于干旱地区。,甘肃（Gansu），酒泉县，王立松 18-59521；青海（Qinghai），海西县，王立松18-58349。,无信息
亚皮革球针叶,无信息,无信息,无信息,无信息,本种主要生长于开阔的次生林内，基物有栎属和松属等树种的树皮、开阔林下灌木树枝和岩石；海拔430–2850 m。,"福建、贵州、湖南、四川、台湾和云南（Zhang et al, 2014; Zhang et al., 2016）；亚洲（Benatti, 2012b; Zhang et al. 2014）。",本种的主要分类特征为：上表面有裂芽、无白斑，下表面浅黄棕色，含黑茶渍素和三色苔酸。亚皮革球针叶在形态特征上与裂芽球针叶极为相似，且二种的特征化学物质相同，但亚皮革球针叶地衣体的上表面无白斑，缘毛较长(0.2~0.825 mm)，且同一标本内缘毛基部膨大不规则；而裂芽球针叶上表面有明显的白斑，缘毛较短(0.05~0.15 mm)，且基部膨大普遍明显。,四川（Sichuan）木里，王立松83-1543；云南（Yunnan）富民，王立松 等14-43044。,无信息
二型棒垛衣,"Bunodophoron diplotypum (Vain.) Wedin , Pl. Syst. Evol. 187(1-4): 232 (1993)≡ Sphaerophorus diplotypus Vain., Hedwigia 37(Beibl.): (36) (1898)",无信息,无信息,"地衣体：管枝状，直立丛生，主枝圆柱状至稍扁平，无明显背腹性，高1～3cm，直径1～1.5 mm；分枝：近等二叉分枝，枝腋略宽，顶端钝圆；表面：灰绿色至暗绿色，表面光滑，无光泽，无粉芽和裂芽，基部污白色，局部有红色色斑及褶皱，顶端有圆形或不规则撕裂穿孔；髓层：中空，白色；子囊盘：顶生，早期有托缘包被，之后裂缝状或菱形裂开，露出黑色的盘面，盘面向下倾斜，直径1～1.5 mm；子囊孢子：圆形，淡褐色，单胞，直径5.5-6x 6μm；地衣特征化合物：髓层K+ 黄色， P + 橘红色，含sphaerophorin, stictic、constictic、norstictic acids。",树干生，海拔1700～2500。,云南、西藏、台湾；亚洲、澳洲。,本种地衣体管枝状，中空，分枝顶端具圆形穿孔易于区别。,云南（Yunnan），贡山县，王立松 00-19067；腾冲县，王立松00-43613；西藏（Xizang），墨脱县，王欣宇等18-61309 & 18-61341。,无信息
台湾棒垛衣,"Bunodophoron formosanum (Zahlbr.) Wedin, Pl. Syst. Evol. 187(1-4): 233 (1993)≡ Sphaerophorus melanocarpus ssp. formosanus Zahlbr. in Fedde, Repertorium, 31:206 (1933).","TAIWAN, Asahina no.274 (W).",无信息,"地衣体：枝状，直立或半直立密集丛生，质地硬，主枝圆柱状至稍扁平，无背腹性，高2～4 cm，直径0.5～1 mm，灌丛状，具有稠密裂芽状分枝；上表面：灰绿色至棕绿色，表面光滑，无光泽，基部污白色，无粉芽和裂芽；髓层：实心，白色；下表面：与上表面同色；子囊盘：顶生，直径1～2 mm，早期有托缘包被，之后裂缝状或菱形裂开，露出黑色的盘面，盘面向下倾斜。地衣特征化合物: P + 黄色, K-, I + blue, KC -, 含 hypothamnolic, squamatic acids。",生于阔叶林内树干，海拔1200～2600 m。,"贵州，云南，浙江，台湾（陈健斌，1996；Sparrius et al., 2002）；日本（Mituno，1938）。",该种的分类特征在于密集的裂芽状分枝，与黑果垛衣（B. melanocarpum）形态较为相似，但后者有较明显的背腹性，并且地衣体通常为扁平状。,云南（Yunnan），福贡，王立松82-43615；西藏（Xizang），墨脱，王欣宇等18-61349。,无信息
莲座美衣,"Calogaya decipiens (Arnold) Arup, Frödén & Søchting Nordic Jl Bot. 31(1): 38 (2013)≡Physcia decipiens Arnold, Flora, Regensburg 50: 562 (1867)",无信息,有分子！,"地衣体：鳞片状，圆形至不规则形紧贴基物扩展，直径3～8cm；上表面：橙黄色至黄绿色，鳞片相互紧密靠生，显著凸起，鳞片宽约0.2～0.5mm，具白色粉霜层，密生与地衣体同色的颗粒状粉芽，粉芽生于鳞片边缘或顶生，呈唇形或球状粉芽堆，有时露出髓层；下表面：灰白色，无皮层；子囊盘未见；地衣特征化合物：K+红变紫色，C-，P-，含parietin,emodin,fallacinal,xanthorin及teloschistin。",石灰岩表面生；海拔4621m。,文献分布记录：新疆、山东、江苏，欧洲、北非、亚洲、澳洲、北美。,该属和该种早期被放到橙衣属（Caloplaca）属下，但外形与石黄衣属（Xanthoria）及属下具粉芽种极为相似，但后者下表面有皮层。,青海（Qinghai），玛多县，王立松等20-68167。,无信息
双生橙衣,Caloplaca diphyodes (Nyl.) Jatta Syll. Lich. Ital.: 259 (1900)Type:,无信息,无信息,无信息,无信息,无信息,无信息,甘肃（Gansu），酒泉县，王立松 等18-58494.,无信息
暗橙衣,"Caloplaca pellodella (Nyl.) Hasse, Contr. U.S. natnl. Herb. 17: 155 (1913)Type:",无信息,无信息,无信息,无信息,无信息,无信息,西藏（Xizang），曲水县，王立松 等19-63449。,无信息
蜂窝橙衣,"Caloplaca scrobiculata H. Magn., Lamb's Index nom. lich.: 135, 1940. Type: CHINA, Gansu, Yeh-ma-ta-chiian, alt. ca. 3000 m, Birger Bohlin 43b (S-L2585, S).","CHINA, Gansu, Yeh-ma-ta-chiian, alt. ca. 3000 m, Birger Bohlin 43b (S-L2585, S).",ITS,地衣体 : 壳状，紧贴基物圆形或年轮状环形扩展，连续或分离，群落面积可达30cm；裂片凸起，相互紧密靠生，仅周缘裂片略分离，宽0.2～1 mm；上表面：亮橙黄色至橘黄色，褶皱，粉霜常生于脊上；子囊盘：无柄，圆形至不规则菱形，盘面微凸起，与地衣体同色，无粉霜，直径0.2～0.8 mm；无盘缘；子囊及子囊孢子：子囊棒状，内含8个孢子；孢子椭圆形，无色，具有一个横向分隔，隔壁不增厚，直径15～19 × 6～8 μm；分生孢子：直径3～5×1～1.5 µm；地衣体和子囊盘K+紫红色，C–，P–；地衣特征化合物：地衣体和子囊盘K+紫红色，C–，P–，含？？？？。,生于高山干旱山区岩面；海拔4200～5000 m。,甘肃，新疆（阿不都拉和吴继农 1998）、西藏(Obermayer 2004)，中亚分布 (Vondrák and Mayrhofer 2013)。,该种主要的鉴别特征是地衣体壳状，边缘无裂片，表面皱纹，具粉霜；与C. anularis相似，但后者地衣体边缘具裂片，表面无皱纹及粉霜。,西藏（Xizang），江达县，王立松 等16-51548，拉萨，王立松 等16-53812，昌都，王立松 等18-61032；青海（Qinghai），玛沁县，王立松等20-68014。,无信息
杷森氏橙衣,"Caloplaca transcaspica (Nyl.) Zahlbr. Cat. Lich. Univers. 7: 189 (1931).≡Lecanora transcaspica Nyl., in Brotherus, Öfvers. Finska Vetensk.-Soc. Förh. 40: 9 (1897).",无信息,(已明确种、有分子、照片，补充描述！),无信息,无信息,无信息,无信息,青海（Qinghai），海西县，王立松 等18-58412；甘肃（Gansu），酒泉县，王立松 等18-58426.,无信息
虎斑橙衣,"Caloplaca zeorina B.G. Lee & Hur, Mycotaxon 133(1): 119, 2018.Type: China, Qinghai prov., Haidong prefecture, Mt. Dabanshan, 37º21′04″N, 101°24′25″E, 3792 m, S.O. Oh, S.K. Han, & J.S. Hur CH140080 (023976, KoLRI).","China, Qinghai prov., Haidong prefecture, Mt. Dabanshan, 37º21′04″N, 101°24′25″E, 3792 m, S.O. Oh, S.K. Han, & J.S. Hur CH140080 (023976, KoLRI).",ITS,"地衣体：壳状，紧贴基物圆形或年轮状环形扩展，连续或分离，群落面积可达15cm，周缘浅裂呈放射状裂瓣，裂瓣细窄，隆起；上表面：深橘红色，平滑，无粉芽，裂芽及粉霜；子囊盘：茶渍型，无柄，盘面与地衣体同色，直径0.4～1.1 mm；子实层：无色，无油滴，高53～76.6 μm；子囊及子囊孢子：子囊圆柱状，含8个孢子；孢子单分隔，透明，椭圆形，直径？？？？？；分生孢子器：未见；地衣特征化合物：地衣体和子囊盘 K+ 紫红色, C–, KC–, P–，UV+ 红色至深橘红色，含parietin, zeorin。",高海拔岩面生，海拔4500～4800 m。,青海(Lee et al. 2018)。,该种含有因含有zeorine而与该属其他物种区别；与C. anularis 类似，但后者地衣体较厚，且地衣体中心常脱落。,西藏（Xizang），昌都，王立松 等18-61030，18-61039；措勤县，王立松 等 19-65434。,无信息
藻光体衣,"Calvitimela aglaea (Sommerf.) Hafellner, Stapfia 76: 151 (2001)≡ Lecidea aglaea Sommerf., Suppl. Fl. lapp. (Oslo): 144 (1826)",?,ITS,无信息,无信息,"四川 (W.Obermayer, 2004)。",无信息,云南（Yunnan），丽江，王立松 等18-60683。,无信息
天山微孢衣,"Acarospora tianshanica A. Abbas, L. Nurtai & K. Knudsen, in Nurtai, Knudsen & Abbas, Bryologist 120(4): 385 (2017)Type: China, Xinjiang, in XJU-NALH (S201471A0, holotype!).","China, Xinjiang, in XJU-NALH (S201471A0, holotype!).",ITS-MG838742，ITS-MK503500,地衣体：鳞壳状，紧密靠生，裂片不规则圆至菱形，直径0.3～1.9 mm，厚0.15～0.4 mm，裂片边缘下延紧贴基物；上表面：淡褐色，具较厚粉霜层使表面呈灰白色，子囊盘周围有放射状浅裂；下表面：无皮层；上皮层：假薄壁组织，厚50～75 μm，外皮层淡黄褐色，厚10～7.5 μm，内皮层无色透明；藻层：均匀，厚达140 μm；髓层：无色，厚12.5～25 μm，菌丝细胞厚壁；子囊盘：每个裂片1～3个子囊盘（很少超过3个），圆型至无规则形，盘面，有时具少量粉霜，光滑至粗糙，直径？？？，盘缘颜色与地衣体同色；子实层：无色，厚120～150 μm，I+红色；囊盘被：厚7～20 μm，无色；侧丝：分枝，直径2～3 μm，顶端膨大，直径达4 μm；子囊：棒状，直径81～122 × 12～20 μm，内含超过100孢子；子囊孢子：无色单胞，长椭圆形，直径5.5～9.0 × 2.5～4.0 μm，含1至2个油滴；下子实层：淡黄色，厚24～37 μm，I+ 蓝色；囊层基：厚17～48 μm。地衣特征化合物：上皮层C+ 红色，含gyrophoric acid。,花岗岩表面生，海拔1600～3000m。,新疆（Nurtai，2017），甘肃、青海、西藏新纪录。,本种与糙伏毛微孢衣形态上很相似，区别在于后者子实层厚<100 μm，以及C-。与A. nevadensi都具粉霜和上皮层C+红色，但后者孢子较小（直径3 × 2.0～2.5 μm）。,青海（Qinhai），海西县，王立松 18-58373；甘肃（Gansu），酒泉县，王立松18-58447；西藏（Xizang），革吉县，王立松 等19-65528。,无信息
美尼亚光体衣,"Calvitimela armeniaca (DC.) Hafellner, Stapfia 76: 151 (2001).≡ Rhizocarpon armeniacum DC., in Lamarck & de Candolle, Fl. franç., Edn 3 (Paris) 2: 367 (1805).",?,ITS,无信息,无信息,"四川 (W.Obermayer, 2004)。",无信息,云南（Yunnan），德钦县，王立松 等15-49702。,无信息
同色黄烛衣,"Candelaria concolor (Dicks.) Arnold, Flora, Regensburg 62: 364. 1879.Type: SCOTLAND. 1786, J. Dickson s.n.. 000008318 (BM).","SCOTLAND. 1786, J. Dickson s.n.. 000008318 (BM).",无信息,地衣体 : 小型叶状，不规则至莲座状扩展，直径0.2～2 cm；裂片：不规则分裂，中部裂片紧密靠生呈复瓦状，边缘细裂，顶端略上翘；上表面：光滑，黄绿色至黄色，平滑无光泽；下表面：有明显下皮层，苍白色至灰白色；粉芽：颗粒状粉芽堆生于裂片顶端下表面，黄色至黄绿色；假根：稠密，灰白色，单一，长0.5～1.5 mm；子囊盘及分生孢子器 ：未见；地衣特征化合物：上皮层及髓层均负反应，含calycin。,3700～3800 m树干及岩面生。,云南、西藏、湖北、江苏、上海、安徽、浙江(王立松 2012)，欧洲、北美、亚洲（文献？）。,该种的主要特点是子囊含多于8个孢子，地衣体具有明显的下皮层；与Candelaria pacifica类似，但后者地衣体无下皮层，子囊内含8个孢子。,四川（Sichuan），小金县，王立松 07-29137； 西藏（Xizang），类乌齐， 王立松 等16-52350。,无信息
黄烛衣,"Candelaria fibrosa (Fr.) Müll. Arg., Flora, Regensburg 70: 319. 1887.≡ Parmelia fibrosa Fr., Systema Orbis Vegetabilis 1: 284 (1825)",无信息,ITS,地衣体：小型叶状，直径0.5～4 cm，紧贴基物生长；裂片：相互紧密靠生，不规则分裂，边缘锯齿状细裂，0.5～2 mm；上表面：黄绿色至桔黄色，无粉芽及裂芽；下表面：有下皮层，灰白色至污白色，密生同色假根，假根单一；子囊盘：生于裂片上表面，茶渍型，盘面暗黄色，直径2～4 mm；子囊及子囊孢子：子囊棒状，内含孢子多于8个；孢子无色，单孢，直径6～10 × 5 µm；上皮层及髓层均负反应，含calycin 和pulvinic dilactone。,树干及岩石表面生，海拔2200～3700m。,云南、安徽、浙江、山东(王立松 2012)；泛热带及延伸至暖温带分布(Westberg and III 2002)、北美(Brodo et al. 2001)。,该种无粉芽和裂芽；与同色黄烛衣（C. concolor）不同在于后者具粉芽。,云南（Yunnan），大理，王立松 等18-59026 & 19-66407；丽江，王立松 等10-31489 & 19-66392；西藏（Xizang），波密县，王立松 等 14-46386。,无信息
甘肃黄茶渍,"Candelariella kansuensis H.Magn., Rep. Sino-Swed. Exped. Publ. 13: 127. 1940. Type: CHINA. Gansu Prov., Ehr-tao-ch’uan (Nan-shan), in lateremerid., 2950～3050 m alt., 28 Dec 1931, Bohlin 69b (S).","CHINA. Gansu Prov., Ehr-tao-ch’uan (Nan-shan), in lateremerid., 2950～3050 m alt., 28 Dec 1931, Bohlin 69b (S).",无信息,"地衣体 : 壳状至鳞片状，紧贴基物生长；鳞片：约0.8 mm宽，散生或稍相互重叠；上表面：光滑，蜡质光泽，棕黄色，无粉芽和裂芽；子囊盘：常见，茶渍型，呈圆形或不规则形状，直径0.4～1 mm；盘面平坦，橘黄色；果托缘部：宿存或脱落，圆滑或圆锯齿状；子实上层：红黄至黄棕色；子实层：无色，厚65～75 µm；子实下层：无色，有油滴状颗粒；子囊及子囊孢子：子囊棒状，内含8个孢子；孢子无色单胞，偶有双胞，狭椭圆形，14～17 × 4.0～5.0 µm；分生孢子器 ：未见。子囊盘盘面K+淡红，KC–, C–。",常生于干旱和开阔山地的石头上。,无信息,该种因地衣体皮层上方有一层较厚的几丁质的菌丝组织而易于与该属其他种区别，与Placomaronea属下物种形态相似，但后者子囊内含孢子多于8个。,甘肃（Gansu），张掖市，王立松 等18-59645？（确认标本、鉴定和做分子！）,无信息
黄茶渍,"Candelariella vitellina (Hoffm.) Müll. Arg., (Hoffm.) Mu¨ll.Arg., Bull.Herb. Boissier 2: 47. 1894.≡Patellaria vitellina Hoffm., Descr. Pl. Cl. Crypt. 2: 5. 1794.","USA, Ehrhart, Pl. Cryptog. Linn. no. 155 (UPS, lectotype)",无信息,"地衣体 : 壳状，龟裂成鳞片状，紧贴基物生长；鳞片：颗粒型或膨大成不规则状，边缘锯齿状，有时龟裂片聚集成垫状；上表面：黄绿色至橘黄色，无光泽；子囊盘：常见，茶渍型，呈圆形或不规则形状，直径0.3～1 mm；盘面平坦或老时变凸，暗黄色；果托缘部：宿存或脱落；果壳：明显，约80 µm厚；子实上层：红黄至黄棕色；子实层：无色，65～90 µm厚；子囊及子囊孢子：子囊棒状，内含20–30个孢子；孢子无色单胞，偶双胞，狭椭圆至长椭圆形，9.0～13.0 × 3.5～5.5 µm；分生孢子器 ：未见。上皮层及髓层均负反应，含calycin, pulvic, vulpinic, pulvinic acids。",通常生于3200～3800m石头及木头上，偶见生于树干，苔藓及植物碎屑上。,内蒙古、吉林、云南、西藏、台湾、上海(Wei 1991; Yakovchenko et al. 2016)，北美、欧洲、韩国(Moon 2013; Westberg 2007b)。,该种主要特征是地衣体龟裂，无粉芽，子囊多孢；此种与另一个高山分布种C. placodizans相似，子囊含有孢子多余8个，但后者的鳞片更大。,四川（Sichuan），康定县，王立松 07-28973；云南（Yunnan）巧家县，王立松 10-31390。,无信息
